name,num_simulations,solution_id,time_to_solve,sse,extraction_duration,infusion_duration,infusion_pressure,p0,p1,p2,p3,p4
Diagnostics_129_12JUL2021_1711,2160,1711,0:00:00.232353 hh:mm:ss,6.650299,20.4,5.0,1.0,3.0,8.0,8.0,6.0,6.0
Diagnostics_12_08FEB2021_2738,4536,2738,0:00:00.497669 hh:mm:ss,6.609589,30.1,6.0,1.0,8.0,9.0,7.0,5.0,6.0
Diagnostics_130_13JUL2021_2473,3240,2473,0:00:00.364026 hh:mm:ss,7.200181,23.5,7.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_131_14JUL2021_2466,3240,2466,0:00:00.340090 hh:mm:ss,6.775009,23.3,6.0,1.0,5.0,8.0,7.0,6.0,6.0
Diagnostics_132_15JUL2021_1141,1536,1141,0:00:00.164560 hh:mm:ss,7.079205,21.9,7.0,1.0,7.0,8.0,8.0,6.0,6.0
Diagnostics_133_16JUL2021_2431,3240,2431,0:00:00.347072 hh:mm:ss,7.016661,23.1,5.0,1.0,3.0,8.0,7.0,6.0,6.0
Diagnostics_134_17JUL2021_3341,5040,3341,0:00:00.534595 hh:mm:ss,8.55966,26.3,7.0,1.0,8.0,8.0,7.0,5.0,6.0
Diagnostics_135_18JUL2021_673,2160,673,0:00:00.228390 hh:mm:ss,6.315202,20.3,7.0,1.0,6.0,8.0,8.0,7.0,6.0
Diagnostics_136_19JUL2021_991,3240,991,0:00:00.349066 hh:mm:ss,7.157047,24.1,6.0,1.0,4.0,8.0,8.0,6.0,5.0
Diagnostics_137_20JUL2021_1933,2880,1933,0:00:00.303219 hh:mm:ss,7.513768,24.9,6.0,1.0,6.0,8.0,7.0,5.0,6.0
Diagnostics_138_21JUL2021_1031,3780,1031,0:00:00.401901 hh:mm:ss,7.997232,23.9,7.0,1.0,8.0,8.0,7.0,6.0,5.0
Diagnostics_139_22JUL2021_2071,2880,2071,0:00:00.314160 hh:mm:ss,6.758152,21.9,5.0,1.0,3.0,8.0,8.0,6.0,6.0
Diagnostics_13_09FEB2021_2516,6480,2516,0:00:00.708107 hh:mm:ss,9.330838,29.0,6.0,1.0,9.0,9.0,7.0,5.0,5.0
Diagnostics_140_23JUL2021_1557,2016,1557,0:00:00.237391 hh:mm:ss,6.303803,20.5,7.0,1.0,7.0,8.0,7.0,6.0,6.0
Diagnostics_141_01AUG2021_2297,3024,2297,0:00:00.317151 hh:mm:ss,6.341551,19.4,7.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_142_02AUG2021_497,2304,497,0:00:00.240357 hh:mm:ss,5.673982,17.8,6.0,1.0,4.0,7.0,8.0,6.0,5.0
Diagnostics_143_03AUG2021_721,4320,721,0:00:00.453786 hh:mm:ss,5.405507,17.8,6.0,1.0,3.0,7.0,8.0,6.0,5.0
Diagnostics_144_04AUG2021_2081,5040,2081,0:00:00.541552 hh:mm:ss,8.125071,25.7,7.0,1.0,8.0,8.0,6.0,5.0,5.0
Diagnostics_145_05AUG2021_1681,2592,1681,0:00:00.283243 hh:mm:ss,7.191258,22.5,7.0,1.0,6.0,8.0,8.0,5.0,6.0
Diagnostics_146_06AUG2021_181,1536,181,0:00:00.159573 hh:mm:ss,6.565778,22.9,7.0,1.0,7.0,8.0,6.0,5.0,5.0
Diagnostics_147_08AUG2021_853,3240,853,0:00:00.340091 hh:mm:ss,5.855244,20.4,6.0,1.0,6.0,8.0,7.0,6.0,5.0
Diagnostics_148_09AUG2021_801,2016,801,0:00:00.213430 hh:mm:ss,5.033511,18.0,6.0,1.0,4.0,7.0,8.0,6.0,6.0
Diagnostics_149_10AUG2021_489,1728,489,0:00:00.179521 hh:mm:ss,4.544614,17.1,6.0,1.0,3.0,7.0,8.0,7.0,5.0
Diagnostics_14_10FEB2021_2341,3240,2341,0:00:00.346103 hh:mm:ss,6.106445,25.1,6.0,1.0,4.0,7.0,7.0,6.0,6.0
Diagnostics_150_11AUG2021_1926,2880,1926,0:00:00.335104 hh:mm:ss,7.985894,21.2,6.0,1.0,5.0,8.0,7.0,6.0,6.0
Diagnostics_151_12AUG2021_2023,2880,2023,0:00:00.296209 hh:mm:ss,6.014289,17.6,7.0,1.0,6.0,7.0,8.0,6.0,6.0
Diagnostics_152_16AUG2021_486,2160,486,0:00:00.227392 hh:mm:ss,7.16466,20.6,6.0,1.0,5.0,8.0,7.0,6.0,5.0
Diagnostics_153_17AUG2021_2061,2700,2061,0:00:00.284240 hh:mm:ss,6.804961,20.8,7.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_154_18AUG2021_218,2016,218,0:00:00.213429 hh:mm:ss,5.658078,26.6,10.0,1.0,7.0,8.0,6.0,5.0,5.0
Diagnostics_155_19AUG2021_289,960,289,0:00:00.102726 hh:mm:ss,5.821743,20.7,7.0,1.0,3.0,7.0,7.0,6.0,5.0
Diagnostics_156_20AUG2021_526,1800,526,0:00:00.215449 hh:mm:ss,5.922726,21.9,6.0,1.0,3.0,7.0,7.0,6.0,5.0
Diagnostics_157_21AUG2021_1184,2268,1184,0:00:00.235369 hh:mm:ss,7.815597,20.7,8.0,1.0,7.0,6.0,7.0,6.0,5.0
Diagnostics_158_22AUG2021_596,2268,596,0:00:00.236398 hh:mm:ss,7.297576,22.0,8.0,1.0,6.0,7.0,6.0,5.0,4.0
Diagnostics_159_23AUG2021_475,2304,475,0:00:00.241385 hh:mm:ss,7.324017,21.0,8.0,1.0,6.0,6.0,7.0,5.0,4.0
Diagnostics_15_12FEB2021_1352,2016,1352,0:00:00.217419 hh:mm:ss,5.400989,22.6,6.0,1.0,7.0,8.0,7.0,5.0,6.0
Diagnostics_160_24AUG2021_1033,2592,1033,0:00:00.268282 hh:mm:ss,6.107228,18.9,7.0,1.0,5.0,6.0,7.0,5.0,4.0
Diagnostics_161_25AUG2021_386,2688,386,0:00:00.276261 hh:mm:ss,6.847875,18.9,7.0,1.0,7.0,7.0,7.0,5.0,5.0
Diagnostics_162_26AUG2021_1969,2592,1969,0:00:00.266263 hh:mm:ss,5.792104,18.1,7.0,1.0,5.0,7.0,6.0,5.0,5.0
Diagnostics_163_27AUG2021_241,1440,241,0:00:00.153614 hh:mm:ss,5.06621,19.3,6.0,1.0,3.0,6.0,6.0,6.0,5.0
Diagnostics_164_29AUG2021_561,1440,561,0:00:00.152590 hh:mm:ss,5.456881,19.3,7.0,1.0,4.0,6.0,5.0,5.0,5.0
Diagnostics_165_30AUG2021_666,6480,666,0:00:00.688161 hh:mm:ss,7.336825,19.6,6.0,1.0,5.0,8.0,8.0,7.0,5.0
Diagnostics_166_31AUG2021_1982,2688,1982,0:00:00.310196 hh:mm:ss,5.752386,18.4,6.0,1.0,7.0,8.0,8.0,6.0,6.0
Diagnostics_167_01SEP2021_901,2880,901,0:00:00.299200 hh:mm:ss,5.86377,18.5,6.0,1.0,3.0,7.0,8.0,7.0,5.0
Diagnostics_168_03SEP2021_921,4860,921,0:00:00.517615 hh:mm:ss,6.135791,18.5,6.0,1.0,4.0,8.0,8.0,7.0,5.0
Diagnostics_169_04SEP2021_1576,3600,1576,0:00:00.388959 hh:mm:ss,6.568526,17.4,7.0,1.0,3.0,4.0,8.0,8.0,6.0
Diagnostics_16_13FEB2021_2473,3240,2473,0:00:00.341088 hh:mm:ss,5.050335,20.6,6.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_170_05SEP2021_649,5184,649,0:00:00.541527 hh:mm:ss,6.747797,18.6,6.0,1.0,4.0,8.0,9.0,7.0,5.0
Diagnostics_171_06SEP2021_4286,6048,4286,0:00:00.620341 hh:mm:ss,8.494042,18.8,5.0,1.0,3.0,8.0,8.0,5.0,5.0
Diagnostics_172_07SEP2021_1981,4320,1981,0:00:00.445833 hh:mm:ss,6.157505,18.5,5.0,1.0,3.0,7.0,8.0,5.0,5.0
Diagnostics_173_08SEP2021_1981,4320,1981,0:00:00.461791 hh:mm:ss,6.259029,17.1,5.0,1.0,3.0,7.0,8.0,6.0,5.0
Diagnostics_174_09SEP2021_1981,4320,1981,0:00:00.443839 hh:mm:ss,7.632865,17.9,6.0,1.0,4.0,7.0,8.0,6.0,5.0
Diagnostics_175_13SEP2021_913,3360,913,0:00:00.348069 hh:mm:ss,6.426674,18.2,6.0,1.0,4.0,8.0,9.0,7.0,5.0
Diagnostics_176_14SEP2021_2545,5184,2545,0:00:00.575461 hh:mm:ss,7.406486,23.9,7.0,1.0,6.0,8.0,5.0,5.0,5.0
Diagnostics_177_15SEP2021_526,2400,526,0:00:00.249334 hh:mm:ss,8.676451,23.1,6.0,1.0,4.0,8.0,8.0,6.0,5.0
Diagnostics_178_16SEP2021_1753,2160,1753,0:00:00.228895 hh:mm:ss,7.176186,22.9,7.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_179_17SEP2021_2071,4320,2071,0:00:00.458773 hh:mm:ss,9.236515,23.2,6.0,1.0,4.0,8.0,8.0,6.0,5.0
Diagnostics_17_13FEB2021_1814,2688,1814,0:00:00.291246 hh:mm:ss,4.899422,19.6,6.0,1.0,7.0,8.0,7.0,5.0,6.0
Diagnostics_180_18SEP2021_547,1728,547,0:00:00.179496 hh:mm:ss,7.417982,20.9,6.0,1.0,7.0,8.0,8.0,7.0,5.0
Diagnostics_181_20SEP2021_441,4608,441,0:00:00.511632 hh:mm:ss,7.158214,23.1,6.0,1.0,8.0,8.0,8.0,5.0,5.0
Diagnostics_182_21SEP2021_475,2304,475,0:00:00.246367 hh:mm:ss,7.817138,21.6,7.0,1.0,7.0,7.0,8.0,6.0,5.0
Diagnostics_183_22SEP2021_2416,3360,2416,0:00:00.357045 hh:mm:ss,8.481404,22.6,5.0,1.0,3.0,8.0,8.0,6.0,6.0
Diagnostics_184_23SEP2021_2206,5040,2206,0:00:00.551526 hh:mm:ss,9.018117,28.7,5.0,1.0,3.0,8.0,7.0,5.0,5.0
Diagnostics_185_24SEP2021_1506,7560,1506,0:00:00.814821 hh:mm:ss,10.34408,29.4,6.0,1.0,5.0,8.0,7.0,6.0,5.0
Diagnostics_186_25SEP2021_1465,5832,1465,0:00:00.620341 hh:mm:ss,9.199368,26.5,7.0,1.0,7.0,8.0,7.0,6.0,5.0
Diagnostics_187_26SEP2021_1465,7776,1465,0:00:00.824795 hh:mm:ss,8.611052,24.7,7.0,1.0,7.0,8.0,8.0,6.0,5.0
Diagnostics_188_27SEP2021_1051,5040,1051,0:00:00.544543 hh:mm:ss,7.116562,24.6,6.0,1.0,3.0,8.0,8.0,6.0,5.0
Diagnostics_189_28SEP2021_2836,6300,2836,0:00:00.671205 hh:mm:ss,7.705087,29.8,6.0,1.0,3.0,9.0,8.0,5.0,5.0
Diagnostics_18_14FEB2021_1285,3240,1285,0:00:00.338122 hh:mm:ss,5.380259,19.1,5.0,1.0,5.0,8.0,6.0,6.0,5.0
Diagnostics_190_05OCT2021_611,6300,611,0:00:00.693146 hh:mm:ss,12.680345,34.6,10.0,1.0,8.0,9.0,6.0,5.0,5.0
Diagnostics_191_06OCT2021_5881,14400,5881,0:00:01.591745 hh:mm:ss,9.0898,32.7,5.0,1.0,3.0,10.0,5.0,4.0,4.0
Diagnostics_192_07OCT2021_8166,16200,8166,0:00:01.764307 hh:mm:ss,10.426153,31.1,6.0,1.0,3.0,10.0,7.0,5.0,5.0
Diagnostics_193_09OCT2021_409,1792,409,0:00:00.189494 hh:mm:ss,7.847423,25.1,6.0,1.0,4.0,8.0,8.0,6.0,5.0
Diagnostics_194_10OCT2021_1793,3024,1793,0:00:00.318149 hh:mm:ss,8.065795,24.7,6.0,1.0,3.0,9.0,7.0,5.0,6.0
Diagnostics_195_11OCT2021_2071,4320,2071,0:00:00.460768 hh:mm:ss,6.768319,25.5,5.0,1.0,3.0,8.0,8.0,6.0,5.0
Diagnostics_196_12OCT2021_1305,2016,1305,0:00:00.210436 hh:mm:ss,8.345697,24.4,6.0,1.0,4.0,8.0,8.0,5.0,6.0
Diagnostics_197_13OCT2021_501,2880,501,0:00:00.310170 hh:mm:ss,8.853628,26.6,6.0,1.0,6.0,8.0,7.0,5.0,5.0
Diagnostics_198_14OCT2021_766,1080,766,0:00:00.111729 hh:mm:ss,3.688286,13.7,6.0,1.0,3.0,5.0,4.0,4.0,4.0
Diagnostics_199_20OCT2021_441,960,441,0:00:00.098769 hh:mm:ss,4.13256,14.9,6.0,1.0,4.0,6.0,6.0,6.0,5.0
Diagnostics_19_15FEB2021_2091,3240,2091,0:00:00.335130 hh:mm:ss,5.089733,18.0,4.0,1.0,4.0,8.0,8.0,5.0,6.0
Diagnostics_1_29JAN2021_1656,4320,1656,0:00:00.462763 hh:mm:ss,8.33754,22.5,4.0,1.0,6.0,8.0,6.0,6.0,5.0
Diagnostics_200_21OCT2021_3361,5670,3361,0:00:00.612363 hh:mm:ss,9.053882,22.6,5.0,1.0,3.0,9.0,8.0,5.0,6.0
Diagnostics_201_23OCT2021_1981,2880,1981,0:00:00.302192 hh:mm:ss,7.087586,22.3,6.0,1.0,3.0,7.0,8.0,6.0,6.0
Diagnostics_202_25OCT2021_2071,8100,2071,0:00:00.846710 hh:mm:ss,9.916801,22.9,6.0,1.0,4.0,9.0,8.0,7.0,5.0
Diagnostics_203_26OCT2021_5861,11340,5861,0:00:01.208768 hh:mm:ss,8.545698,27.0,7.0,1.0,8.0,8.0,7.0,5.0,5.0
Diagnostics_204_27OCT2021_451,3240,451,0:00:00.343082 hh:mm:ss,6.180516,24.1,5.0,1.0,3.0,8.0,8.0,5.0,5.0
Diagnostics_205_28OCT2021_1051,5040,1051,0:00:00.560500 hh:mm:ss,8.57157,23.6,5.0,1.0,3.0,8.0,8.0,6.0,5.0
Diagnostics_206_29OCT2021_597,2688,597,0:00:00.283242 hh:mm:ss,9.433761,27.7,7.0,1.0,7.0,8.0,8.0,6.0,5.0
Diagnostics_207_30OCT2021_1976,2880,1976,0:00:00.309174 hh:mm:ss,8.552514,25.9,7.0,1.0,8.0,8.0,7.0,5.0,6.0
Diagnostics_208_01NOV2021_441,2304,441,0:00:00.242351 hh:mm:ss,6.707318,24.9,5.0,1.0,4.0,8.0,8.0,6.0,5.0
Diagnostics_209_02NOV2021_1105,1728,1105,0:00:00.192514 hh:mm:ss,6.157741,26.1,5.0,1.0,3.0,8.0,8.0,5.0,6.0
Diagnostics_20_16FEB2021_537,2304,537,0:00:00.239385 hh:mm:ss,4.82558,17.5,6.0,1.0,7.0,8.0,8.0,6.0,5.0
Diagnostics_210_03NOV2021_401,3024,401,0:00:00.324133 hh:mm:ss,7.883255,26.1,5.0,1.0,4.0,8.0,8.0,5.0,5.0
Diagnostics_211_04NOV2021_205,1792,205,0:00:00.191514 hh:mm:ss,8.949866,25.2,6.0,1.0,6.0,8.0,8.0,5.0,5.0
Diagnostics_212_05NOV2021_2071,3240,2071,0:00:00.347072 hh:mm:ss,7.873852,25.6,5.0,1.0,4.0,8.0,8.0,5.0,6.0
Diagnostics_213_06NOV2021_4363,6480,4363,0:00:00.695167 hh:mm:ss,9.162845,25.7,7.0,1.0,6.0,8.0,8.0,5.0,6.0
Diagnostics_214_07NOV2021_1633,2688,1633,0:00:00.283274 hh:mm:ss,7.017452,21.9,5.0,1.0,3.0,9.0,8.0,5.0,6.0
Diagnostics_215_08NOV2021_2436,4320,2436,0:00:00.486724 hh:mm:ss,7.506975,25.4,7.0,1.0,3.0,8.0,8.0,5.0,6.0
Diagnostics_216_09NOV2021_6031,12960,6031,0:00:01.372330 hh:mm:ss,7.987529,25.6,5.0,1.0,3.0,8.0,9.0,6.0,6.0
Diagnostics_217_11NOV2021_2206,3360,2206,0:00:00.355050 hh:mm:ss,9.201275,26.8,6.0,1.0,3.0,8.0,7.0,5.0,6.0
Diagnostics_218_12NOV2021_2641,6912,2641,0:00:00.748000 hh:mm:ss,9.658697,25.7,6.0,1.0,4.0,9.0,8.0,5.0,6.0
Diagnostics_219_13NOV2021_3096,6480,3096,0:00:00.693172 hh:mm:ss,8.468229,25.6,6.0,1.0,5.0,8.0,8.0,6.0,6.0
Diagnostics_21_17FEB2021_1109,1792,1109,0:00:00.221408 hh:mm:ss,6.25036,18.9,6.0,1.0,7.0,8.0,6.0,5.0,6.0
Diagnostics_220_14NOV2021_1981,12150,1981,0:00:01.281573 hh:mm:ss,8.028594,22.1,6.0,1.0,3.0,8.0,8.0,7.0,5.0
Diagnostics_221_15NOV2021_721,5760,721,0:00:00.610368 hh:mm:ss,8.522185,22.7,6.0,1.0,4.0,8.0,8.0,8.0,4.0
Diagnostics_222_16NOV2021_1156,3360,1156,0:00:00.356048 hh:mm:ss,7.51556,23.3,5.0,1.0,3.0,8.0,8.0,7.0,5.0
Diagnostics_223_17NOV2021_3013,6480,3013,0:00:00.680181 hh:mm:ss,7.945198,22.6,7.0,1.0,6.0,8.0,8.0,7.0,6.0
Diagnostics_224_18NOV2021_513,3024,513,0:00:00.347096 hh:mm:ss,8.021379,20.7,6.0,1.0,4.0,9.0,8.0,7.0,6.0
Diagnostics_225_19NOV2021_2417,3780,2417,0:00:00.393973 hh:mm:ss,7.615654,23.6,5.0,2.0,3.0,9.0,9.0,6.0,7.0
Diagnostics_226_20NOV2021_913,1152,913,0:00:00.122671 hh:mm:ss,6.049494,21.7,6.0,1.0,3.0,8.0,8.0,6.0,7.0
Diagnostics_227_21NOV2021_1051,5040,1051,0:00:00.533573 hh:mm:ss,6.340804,20.8,6.0,1.0,3.0,8.0,9.0,6.0,5.0
Diagnostics_228_29NOV2021_2453,4032,2453,0:00:00.425861 hh:mm:ss,8.513232,24.4,7.0,1.0,8.0,8.0,8.0,5.0,6.0
Diagnostics_229_30NOV2021_149,2016,149,0:00:00.225373 hh:mm:ss,7.76054,21.1,7.0,1.0,7.0,8.0,8.0,6.0,6.0
Diagnostics_22_18FEB2021_1793,2688,1793,0:00:00.314160 hh:mm:ss,5.605838,19.3,6.0,1.0,6.0,8.0,7.0,5.0,6.0
Diagnostics_230_01DEC2021_2311,7560,2311,0:00:00.779915 hh:mm:ss,7.917857,21.6,6.0,1.0,3.0,8.0,8.0,7.0,5.0
Diagnostics_231_02DEC2021_773,6048,773,0:00:00.637317 hh:mm:ss,7.943712,21.9,7.0,1.0,8.0,8.0,8.0,7.0,5.0
Diagnostics_232_03DEC2021_2113,2592,2113,0:00:00.271300 hh:mm:ss,6.024108,18.8,7.0,1.0,5.0,8.0,8.0,6.0,6.0
Diagnostics_233_04DEC2021_249,1152,249,0:00:00.124190 hh:mm:ss,7.080337,20.6,6.0,1.0,4.0,8.0,7.0,6.0,5.0
Diagnostics_234_05DEC2021_3456,5400,3456,0:00:00.563493 hh:mm:ss,6.751265,19.6,6.0,1.0,5.0,9.0,7.0,5.0,6.0
Diagnostics_235_06DEC2021_2431,3240,2431,0:00:00.365024 hh:mm:ss,5.258483,19.5,6.0,1.0,3.0,8.0,8.0,8.0,8.0
Diagnostics_236_07DEC2021_736,3780,736,0:00:00.394943 hh:mm:ss,6.602874,20.5,5.0,1.0,3.0,8.0,8.0,7.0,5.0
Diagnostics_237_08DEC2021_1393,3240,1393,0:00:00.338096 hh:mm:ss,7.292893,20.3,7.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_238_09DEC2021_1033,2880,1033,0:00:00.305183 hh:mm:ss,6.687319,19.1,7.0,1.0,6.0,8.0,8.0,7.0,5.0
Diagnostics_239_10DEC2021_2023,6480,2023,0:00:00.676192 hh:mm:ss,7.478866,21.0,8.0,1.0,6.0,8.0,8.0,7.0,5.0
Diagnostics_23_19FEB2021_3186,4320,3186,0:00:00.464756 hh:mm:ss,7.005208,20.6,6.0,1.0,5.0,8.0,6.0,6.0,6.0
Diagnostics_240_11DEC2021_811,4320,811,0:00:00.450796 hh:mm:ss,5.909862,20.6,6.0,1.0,3.0,8.0,8.0,6.0,5.0
Diagnostics_241_19DEC2021_4621,7560,4621,0:00:00.815818 hh:mm:ss,7.763584,24.7,5.0,1.0,3.0,9.0,8.0,5.0,6.0
Diagnostics_242_29DEC2021_1387,2016,1387,0:00:00.210437 hh:mm:ss,7.215856,19.0,4.0,0.0,3.0,9.0,9.0,8.0,9.0
Diagnostics_243_30DEC2021_1191,4860,1191,0:00:00.526570 hh:mm:ss,6.35864,20.0,6.0,1.0,4.0,8.0,8.0,8.0,6.0
Diagnostics_244_30DEC2021_2473,3456,2473,0:00:00.360036 hh:mm:ss,5.350365,19.3,6.0,1.0,5.0,7.0,8.0,6.0,6.0
Diagnostics_245_31DEC2021_1645,2560,1645,0:00:00.292218 hh:mm:ss,7.276177,19.5,7.0,1.0,7.0,9.0,7.0,5.0,6.0
Diagnostics_246_01JAN2022_1213,3072,1213,0:00:00.316180 hh:mm:ss,6.283923,19.0,7.0,1.0,9.0,8.0,9.0,6.0,6.0
Diagnostics_247_02JAN2022_5313,6912,5313,0:00:00.716084 hh:mm:ss,5.96325,19.4,7.0,1.0,8.0,9.0,8.0,6.0,6.0
Diagnostics_248_04JAN2022_649,3456,649,0:00:00.364027 hh:mm:ss,7.102802,20.1,6.0,1.0,4.0,8.0,9.0,7.0,6.0
Diagnostics_249_05JAN2022_877,2560,877,0:00:00.271274 hh:mm:ss,8.131279,21.0,7.0,1.0,7.0,9.0,6.0,6.0,5.0
Diagnostics_24_21FEB2021_3886,5040,3886,0:00:00.526609 hh:mm:ss,7.958758,18.7,4.0,1.0,3.0,9.0,8.0,6.0,7.0
Diagnostics_250_06JAN2022_1898,3024,1898,0:00:00.320171 hh:mm:ss,6.241123,19.4,6.0,1.0,7.0,7.0,8.0,5.0,6.0
Diagnostics_251_07JAN2022_1491,3780,1491,0:00:00.400928 hh:mm:ss,7.37886,21.8,6.0,1.0,4.0,9.0,6.0,6.0,5.0
Diagnostics_252_08JAN2022_2527,5832,2527,0:00:00.625328 hh:mm:ss,7.38116,19.8,7.0,1.0,6.0,9.0,7.0,6.0,6.0
Diagnostics_253_09JAN2022_2476,6075,2476,0:00:00.626325 hh:mm:ss,6.798458,18.7,6.0,1.0,3.0,7.0,9.0,6.0,6.0
Diagnostics_254_10JAN2022_2106,4050,2106,0:00:00.429877 hh:mm:ss,7.875359,19.3,6.0,1.0,3.0,7.0,8.0,7.0,6.0
Diagnostics_255_11JAN2022_1891,3240,1891,0:00:00.360038 hh:mm:ss,7.099253,18.0,6.0,1.0,4.0,7.0,8.0,6.0,6.0
Diagnostics_256_12JAN2022_181,1080,181,0:00:00.111728 hh:mm:ss,6.386657,17.8,7.0,1.0,3.0,5.0,6.0,5.0,5.0
Diagnostics_257_13JAN2022_531,2700,531,0:00:00.279254 hh:mm:ss,7.703888,18.3,7.0,1.0,3.0,8.0,8.0,7.0,5.0
Diagnostics_258_14JAN2022_2550,3600,2550,0:00:00.382004 hh:mm:ss,6.422348,19.7,5.0,0.0,3.0,7.0,8.0,5.0,6.0
