name,num_simulations,solution_id,time_to_solve,sse,extraction_duration,infusion_duration,infusion_pressure,p0,p1,p2,p3,p4
Diagnostics_123_05JUL2021_808,18432,808,0:00:02.036609 hh:mm:ss,11.829829,27.3,6.0,1.0,5.0,8.0,7.0,5.0,5.0
Diagnostics_124_06JUL2021_2176,18432,2176,0:00:02.011620 hh:mm:ss,10.569098,22.9,6.0,1.0,5.0,7.0,8.0,6.0,5.0
Diagnostics_125_07JUL2021_6874,18432,6874,0:00:01.975690 hh:mm:ss,6.948383,21.7,6.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_126_08JUL2021_1960,18432,1960,0:00:02.006661 hh:mm:ss,7.410583,23.6,6.0,1.0,5.0,8.0,7.0,6.0,5.0
Diagnostics_127_09JUL2021_808,18432,808,0:00:02.007631 hh:mm:ss,10.233336,24.5,6.0,1.0,5.0,8.0,7.0,5.0,5.0
Diagnostics_128_11JUL2021_5704,18432,5704,0:00:02.007631 hh:mm:ss,9.464823,24.5,6.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_129_12JUL2021_5704,18432,5704,0:00:01.982698 hh:mm:ss,7.01725,20.4,6.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_12_08FEB2021_8387,37500,8387,0:00:04.142948 hh:mm:ss,6.609589,30.1,6.0,1.0,8.0,9.0,7.0,5.0,6.0
Diagnostics_130_13JUL2021_286,4374,286,0:00:00.496673 hh:mm:ss,12.307647,23.5,6.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_131_14JUL2021_4379,12288,4379,0:00:01.357371 hh:mm:ss,6.775009,23.3,6.0,1.0,5.0,8.0,7.0,6.0,6.0
Diagnostics_132_15JUL2021_298,2916,298,0:00:00.339093 hh:mm:ss,9.33039,21.9,6.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_133_16JUL2021_47906,93750,47906,0:00:10.207730 hh:mm:ss,7.808607,23.1,6.0,1.0,5.0,8.0,7.0,6.0,6.0
Diagnostics_134_17JUL2021_286,4374,286,0:00:00.504674 hh:mm:ss,9.075483,26.3,6.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_135_18JUL2021_880,4374,880,0:00:00.490689 hh:mm:ss,12.104666,20.3,6.0,1.0,6.0,7.0,8.0,7.0,6.0
Diagnostics_136_19JUL2021_2901,24576,2901,0:00:02.643956 hh:mm:ss,9.202783,24.1,6.0,1.0,5.0,7.0,8.0,6.0,5.0
Diagnostics_137_20JUL2021_5434,18432,5434,0:00:02.021593 hh:mm:ss,7.513768,24.9,6.0,1.0,6.0,8.0,7.0,5.0,6.0
Diagnostics_138_21JUL2021_190,2916,190,0:00:00.345595 hh:mm:ss,8.855416,23.9,6.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_139_22JUL2021_448,4374,448,0:00:00.497669 hh:mm:ss,8.71809,21.9,6.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_13_09FEB2021_899,37500,899,0:00:04.105022 hh:mm:ss,9.330838,29.0,6.0,1.0,9.0,9.0,7.0,5.0,5.0
Diagnostics_140_23JUL2021_191,2916,191,0:00:00.334107 hh:mm:ss,10.251325,20.5,6.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_141_01AUG2021_232,4374,232,0:00:00.498667 hh:mm:ss,11.005585,19.4,6.0,1.0,6.0,7.0,7.0,6.0,6.0
Diagnostics_142_02AUG2021_1451,12288,1451,0:00:01.324484 hh:mm:ss,7.480138,17.8,6.0,1.0,5.0,7.0,8.0,6.0,5.0
Diagnostics_143_03AUG2021_2901,24576,2901,0:00:02.606054 hh:mm:ss,10.209086,17.8,6.0,1.0,5.0,7.0,8.0,6.0,5.0
Diagnostics_144_04AUG2021_538,18432,538,0:00:02.039520 hh:mm:ss,9.562815,25.7,6.0,1.0,6.0,8.0,6.0,5.0,5.0
Diagnostics_145_05AUG2021_5704,18432,5704,0:00:02.017605 hh:mm:ss,8.969429,22.5,6.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_146_06AUG2021_520,18432,520,0:00:01.991675 hh:mm:ss,8.486897,22.9,6.0,1.0,5.0,8.0,6.0,5.0,5.0
Diagnostics_147_08AUG2021_286,4374,286,0:00:00.497642 hh:mm:ss,5.918879,20.4,6.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_148_09AUG2021_124,576,124,0:00:00.082779 hh:mm:ss,9.635741,18.0,6.0,1.0,6.0,7.0,7.0,6.0,6.0
Diagnostics_149_10AUG2021_2219,12288,2219,0:00:01.320468 hh:mm:ss,7.825216,17.1,6.0,1.0,5.0,7.0,8.0,7.0,5.0
Diagnostics_14_10FEB2021_6496,18432,6496,0:00:01.998655 hh:mm:ss,8.642007,25.1,6.0,1.0,5.0,7.0,7.0,6.0,6.0
Diagnostics_150_11AUG2021_8757,24576,8757,0:00:02.675870 hh:mm:ss,7.985894,21.2,6.0,1.0,5.0,8.0,7.0,6.0,6.0
Diagnostics_151_12AUG2021_9045,24576,9045,0:00:02.628970 hh:mm:ss,9.390129,17.6,6.0,1.0,5.0,7.0,8.0,6.0,6.0
Diagnostics_152_16AUG2021_1960,18432,1960,0:00:01.980704 hh:mm:ss,7.16466,20.6,6.0,1.0,5.0,8.0,7.0,6.0,5.0
Diagnostics_153_17AUG2021_232,4374,232,0:00:00.509636 hh:mm:ss,14.124881,20.8,6.0,1.0,6.0,7.0,7.0,6.0,6.0
Diagnostics_154_18AUG2021_587,12288,587,0:00:01.385295 hh:mm:ss,27.177654,26.6,6.0,1.0,5.0,5.0,8.0,5.0,5.0
Diagnostics_155_19AUG2021_59,384,59,0:00:00.067844 hh:mm:ss,16.609696,20.7,6.0,1.0,6.0,6.0,7.0,6.0,6.0
Diagnostics_156_20AUG2021_117,768,117,0:00:00.107711 hh:mm:ss,14.893466,21.9,6.0,1.0,6.0,6.0,7.0,6.0,6.0
Diagnostics_157_21AUG2021_879,4374,879,0:00:00.491685 hh:mm:ss,14.414495,20.7,6.0,0.0,5.0,6.0,7.0,6.0,5.0
Diagnostics_158_22AUG2021_3745,30720,3745,0:00:03.338073 hh:mm:ss,11.16182,22.0,6.0,0.0,4.0,7.0,7.0,5.0,4.0
Diagnostics_159_23AUG2021_5545,30720,5545,0:00:03.253300 hh:mm:ss,11.706714,21.0,6.0,0.0,4.0,6.0,7.0,6.0,4.0
Diagnostics_15_12FEB2021_5452,18432,5452,0:00:01.999628 hh:mm:ss,5.400989,22.6,6.0,1.0,7.0,8.0,7.0,5.0,6.0
Diagnostics_160_24AUG2021_3626,30720,3626,0:00:03.285215 hh:mm:ss,6.437208,18.9,6.0,1.0,4.0,6.0,7.0,5.0,4.0
Diagnostics_161_25AUG2021_597,5832,597,0:00:00.638277 hh:mm:ss,8.66605,18.9,6.0,1.0,5.0,7.0,7.0,5.0,5.0
Diagnostics_162_26AUG2021_10946,30720,10946,0:00:03.307157 hh:mm:ss,6.277149,18.1,6.0,1.0,4.0,7.0,6.0,5.0,5.0
Diagnostics_163_27AUG2021_826,4374,826,0:00:00.494677 hh:mm:ss,10.861531,19.3,6.0,1.0,5.0,5.0,7.0,6.0,5.0
Diagnostics_164_29AUG2021_11,384,11,0:00:00.064827 hh:mm:ss,10.643778,19.3,6.0,1.0,5.0,5.0,5.0,5.0,5.0
Diagnostics_165_30AUG2021_3400,18432,3400,0:00:01.966740 hh:mm:ss,7.336825,19.6,6.0,1.0,5.0,8.0,8.0,7.0,5.0
Diagnostics_166_31AUG2021_311,2916,311,0:00:00.328148 hh:mm:ss,5.752386,18.4,6.0,1.0,7.0,8.0,8.0,6.0,6.0
Diagnostics_167_01SEP2021_3328,18432,3328,0:00:01.994666 hh:mm:ss,10.707088,18.5,6.0,1.0,5.0,7.0,8.0,7.0,5.0
Diagnostics_168_03SEP2021_623,2916,623,0:00:00.352516 hh:mm:ss,9.267425,18.5,6.0,1.0,6.0,8.0,8.0,7.0,6.0
Diagnostics_169_04SEP2021_8656,18432,8656,0:00:01.959759 hh:mm:ss,12.71356,17.4,6.0,1.0,5.0,5.0,7.0,8.0,6.0
Diagnostics_16_13FEB2021_190,2916,190,0:00:00.346075 hh:mm:ss,5.050335,20.6,6.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_170_05SEP2021_2104,18432,2104,0:00:02.008628 hh:mm:ss,12.182308,18.6,6.0,1.0,6.0,7.0,9.0,7.0,6.0
Diagnostics_171_06SEP2021_25406,93750,25406,0:00:09.963381 hh:mm:ss,8.836001,18.8,6.0,1.0,5.0,8.0,7.0,5.0,5.0
Diagnostics_172_07SEP2021_808,18432,808,0:00:01.987685 hh:mm:ss,6.685728,18.5,6.0,1.0,5.0,8.0,7.0,5.0,5.0
Diagnostics_173_08SEP2021_2997,24576,2997,0:00:02.678837 hh:mm:ss,7.388019,17.1,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_174_09SEP2021_29726,93750,29726,0:00:09.865669 hh:mm:ss,7.632865,17.9,6.0,1.0,4.0,7.0,8.0,6.0,5.0
Diagnostics_175_13SEP2021_8781,75000,8781,0:00:08.021550 hh:mm:ss,7.747442,18.2,6.0,1.0,5.0,8.0,9.0,7.0,5.0
Diagnostics_176_14SEP2021_23876,93750,23876,0:00:10.075088 hh:mm:ss,8.316576,23.9,6.0,1.0,4.0,8.0,5.0,5.0,5.0
Diagnostics_177_15SEP2021_2997,24576,2997,0:00:02.710750 hh:mm:ss,10.781783,23.1,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_178_16SEP2021_394,4374,394,0:00:00.491684 hh:mm:ss,12.307497,22.9,6.0,1.0,6.0,7.0,8.0,6.0,6.0
Diagnostics_179_17SEP2021_2997,24576,2997,0:00:02.701802 hh:mm:ss,10.315987,23.2,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_17_13FEB2021_3634,12288,3634,0:00:01.336426 hh:mm:ss,4.899422,19.6,6.0,1.0,7.0,8.0,7.0,5.0,6.0
Diagnostics_180_18SEP2021_1269,5832,1269,0:00:00.649290 hh:mm:ss,8.177228,20.9,6.0,1.0,7.0,8.0,8.0,7.0,6.0
Diagnostics_181_20SEP2021_767,12288,767,0:00:01.361357 hh:mm:ss,7.158214,23.1,6.0,1.0,8.0,8.0,8.0,5.0,5.0
Diagnostics_182_21SEP2021_2248,18432,2248,0:00:01.995664 hh:mm:ss,9.712631,21.6,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_183_22SEP2021_448,4374,448,0:00:00.488693 hh:mm:ss,8.754022,22.6,6.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_184_23SEP2021_25406,93750,25406,0:00:10.277542 hh:mm:ss,9.893161,28.7,6.0,1.0,5.0,8.0,7.0,5.0,5.0
Diagnostics_185_24SEP2021_286,4374,286,0:00:00.517616 hh:mm:ss,11.733712,29.4,6.0,1.0,6.0,8.0,7.0,6.0,6.0
Diagnostics_186_25SEP2021_29126,93750,29126,0:00:10.155840 hh:mm:ss,10.978472,26.5,6.0,1.0,4.0,8.0,7.0,6.0,5.0
Diagnostics_187_26SEP2021_2248,18432,2248,0:00:01.994666 hh:mm:ss,9.894721,24.7,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_188_27SEP2021_2997,24576,2997,0:00:02.652907 hh:mm:ss,12.041972,24.6,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_189_28SEP2021_50606,233280,50606,0:00:25.398083 hh:mm:ss,9.603411,29.8,6.0,1.0,4.0,9.0,8.0,5.0,5.0
Diagnostics_18_14FEB2021_1112,12288,1112,0:00:01.348394 hh:mm:ss,5.380259,19.1,5.0,1.0,5.0,8.0,6.0,6.0,5.0
Diagnostics_190_05OCT2021_2180,75000,2180,0:00:08.361641 hh:mm:ss,23.92689,34.6,6.0,0.0,5.0,8.0,8.0,5.0,5.0
Diagnostics_191_06OCT2021_2756,504210,2756,0:00:55.911840 hh:mm:ss,10.284434,32.7,6.0,1.0,4.0,10.0,5.0,4.0,4.0
Diagnostics_192_07OCT2021_49526,233280,49526,0:00:26.023391 hh:mm:ss,12.468637,31.1,6.0,1.0,4.0,9.0,7.0,5.0,5.0
Diagnostics_193_09OCT2021_2997,24576,2997,0:00:02.708757 hh:mm:ss,9.377421,25.1,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_194_10OCT2021_44876,93750,44876,0:00:10.073707 hh:mm:ss,8.105192,24.7,6.0,1.0,4.0,8.0,8.0,5.0,6.0
Diagnostics_195_11OCT2021_29876,93750,29876,0:00:10.251277 hh:mm:ss,8.449191,25.5,6.0,1.0,4.0,8.0,8.0,6.0,5.0
Diagnostics_196_12OCT2021_3803,12288,3803,0:00:01.369339 hh:mm:ss,8.824889,24.4,6.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_197_13OCT2021_551,12288,551,0:00:01.373044 hh:mm:ss,8.853628,26.6,6.0,1.0,6.0,8.0,7.0,5.0,5.0
Diagnostics_198_14OCT2021_26,30,26,0:00:00.016954 hh:mm:ss,5.025933,13.7,6.0,1.0,4.0,4.0,4.0,4.0,4.0
Diagnostics_199_20OCT2021_232,576,232,0:00:00.079786 hh:mm:ss,5.482827,14.9,6.0,1.0,5.0,5.0,6.0,6.0,5.0
Diagnostics_19_15FEB2021_3798,12288,3798,0:00:01.336426 hh:mm:ss,5.548943,18.0,4.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_1_29JAN2021_1122,12288,1122,0:00:01.373329 hh:mm:ss,8.33754,22.5,4.0,1.0,6.0,8.0,6.0,6.0,5.0
Diagnostics_200_21OCT2021_7629,24576,7629,0:00:02.715737 hh:mm:ss,9.154995,22.6,6.0,1.0,6.0,8.0,8.0,5.0,6.0
Diagnostics_201_23OCT2021_48476,93750,48476,0:00:10.169804 hh:mm:ss,8.008626,22.3,6.0,1.0,4.0,7.0,8.0,6.0,6.0
Diagnostics_202_25OCT2021_33626,93750,33626,0:00:10.174149 hh:mm:ss,10.034861,22.9,6.0,1.0,4.0,8.0,8.0,7.0,5.0
Diagnostics_203_26OCT2021_1294,56250,1294,0:00:06.138585 hh:mm:ss,10.555946,27.0,6.0,1.0,6.0,9.0,7.0,5.0,5.0
Diagnostics_204_27OCT2021_26126,93750,26126,0:00:10.253595 hh:mm:ss,6.982743,24.1,6.0,1.0,4.0,8.0,8.0,5.0,5.0
Diagnostics_205_28OCT2021_2997,24576,2997,0:00:02.678356 hh:mm:ss,9.186462,23.6,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_206_29OCT2021_2248,18432,2248,0:00:02.078442 hh:mm:ss,9.866823,27.7,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_207_30OCT2021_3623,12288,3623,0:00:01.367337 hh:mm:ss,9.919933,25.9,6.0,1.0,6.0,8.0,7.0,5.0,6.0
Diagnostics_208_01NOV2021_3802,12288,3802,0:00:01.411227 hh:mm:ss,8.746997,24.9,6.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_209_02NOV2021_5704,18432,5704,0:00:02.059493 hh:mm:ss,9.081822,26.1,6.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_20_16FEB2021_2284,18432,2284,0:00:02.004653 hh:mm:ss,4.82558,17.5,6.0,1.0,7.0,8.0,8.0,6.0,5.0
Diagnostics_210_03NOV2021_26121,93750,26121,0:00:10.262558 hh:mm:ss,7.883255,26.1,5.0,1.0,4.0,8.0,8.0,5.0,5.0
Diagnostics_211_04NOV2021_743,12288,743,0:00:01.361359 hh:mm:ss,8.949866,25.2,6.0,1.0,6.0,8.0,8.0,5.0,5.0
Diagnostics_212_05NOV2021_44871,93750,44871,0:00:10.197730 hh:mm:ss,7.873852,25.6,5.0,1.0,4.0,8.0,8.0,5.0,6.0
Diagnostics_213_06NOV2021_7605,24576,7605,0:00:02.697786 hh:mm:ss,10.677449,25.7,6.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_214_07NOV2021_5700,18432,5700,0:00:02.035583 hh:mm:ss,8.965191,21.9,5.0,1.0,5.0,8.0,8.0,5.0,6.0
Diagnostics_215_08NOV2021_23780,75000,23780,0:00:08.236973 hh:mm:ss,11.187318,25.4,6.0,1.0,4.0,7.0,8.0,6.0,5.0
Diagnostics_216_09NOV2021_234596,504210,234596,0:00:54.929116 hh:mm:ss,8.902805,25.6,6.0,1.0,4.0,8.0,9.0,5.0,7.0
Diagnostics_217_11NOV2021_7221,24576,7221,0:00:02.712746 hh:mm:ss,12.440757,26.8,6.0,1.0,5.0,8.0,7.0,5.0,6.0
Diagnostics_218_12NOV2021_89486,233280,89486,0:00:25.527710 hh:mm:ss,9.658697,25.7,6.0,1.0,4.0,9.0,8.0,5.0,6.0
Diagnostics_219_13NOV2021_4570,12288,4570,0:00:01.379312 hh:mm:ss,8.468229,25.6,6.0,1.0,5.0,8.0,8.0,6.0,6.0
Diagnostics_21_17FEB2021_3443,12288,3443,0:00:01.363354 hh:mm:ss,6.25036,18.9,6.0,1.0,7.0,8.0,6.0,5.0,6.0
Diagnostics_220_14NOV2021_2103,18432,2103,0:00:02.046034 hh:mm:ss,14.261275,22.1,6.0,1.0,6.0,7.0,9.0,7.0,6.0
Diagnostics_221_15NOV2021_8385,56250,8385,0:00:06.046830 hh:mm:ss,11.205927,22.7,6.0,1.0,5.0,8.0,8.0,8.0,5.0
Diagnostics_222_16NOV2021_2248,18432,2248,0:00:02.043535 hh:mm:ss,9.028272,23.3,6.0,1.0,5.0,8.0,8.0,6.0,5.0
Diagnostics_223_17NOV2021_1888,18432,1888,0:00:02.024586 hh:mm:ss,13.209486,22.6,6.0,1.0,6.0,8.0,8.0,7.0,6.0
Diagnostics_224_18NOV2021_181886,504210,181886,0:00:54.300291 hh:mm:ss,8.021379,20.7,6.0,1.0,4.0,9.0,8.0,7.0,6.0
Diagnostics_225_19NOV2021_5704,18432,5704,0:00:02.036555 hh:mm:ss,10.501245,23.6,6.0,2.0,6.0,9.0,9.0,6.0,7.0
Diagnostics_226_20NOV2021_53900,75000,53900,0:00:08.119289 hh:mm:ss,6.986835,21.7,6.0,1.0,4.0,8.0,8.0,6.0,7.0
Diagnostics_227_21NOV2021_57986,233280,57986,0:00:25.252453 hh:mm:ss,8.14249,20.8,6.0,1.0,4.0,8.0,9.0,6.0,5.0
Diagnostics_228_29NOV2021_298,2916,298,0:00:00.349068 hh:mm:ss,10.770205,24.4,6.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_229_30NOV2021_298,2916,298,0:00:00.346076 hh:mm:ss,10.047223,21.1,6.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_22_18FEB2021_3623,12288,3623,0:00:01.355401 hh:mm:ss,5.605838,19.3,6.0,1.0,6.0,8.0,7.0,5.0,6.0
Diagnostics_230_01DEC2021_879,4374,879,0:00:00.512603 hh:mm:ss,16.668632,21.6,6.0,1.0,6.0,7.0,8.0,7.0,6.0
Diagnostics_231_02DEC2021_63596,233280,63596,0:00:25.216595 hh:mm:ss,10.583677,21.9,6.0,1.0,5.0,9.0,8.0,7.0,5.0
Diagnostics_232_03DEC2021_525,5832,525,0:00:00.653253 hh:mm:ss,11.879358,18.8,6.0,1.0,6.0,7.0,8.0,6.0,6.0
Diagnostics_233_04DEC2021_1306,12288,1306,0:00:01.361360 hh:mm:ss,7.485005,20.6,6.0,1.0,5.0,8.0,7.0,6.0,5.0
Diagnostics_234_05DEC2021_5416,18432,5416,0:00:02.025582 hh:mm:ss,7.551916,19.6,6.0,1.0,5.0,8.0,7.0,5.0,6.0
Diagnostics_235_06DEC2021_74780,75000,74780,0:00:08.164169 hh:mm:ss,7.4399,19.5,6.0,1.0,4.0,7.0,8.0,8.0,8.0
Diagnostics_236_07DEC2021_933,4374,933,0:00:00.501657 hh:mm:ss,9.699946,20.5,6.0,1.0,6.0,8.0,8.0,7.0,6.0
Diagnostics_237_08DEC2021_448,4374,448,0:00:00.508640 hh:mm:ss,12.849996,20.3,6.0,1.0,6.0,8.0,8.0,6.0,6.0
Diagnostics_238_09DEC2021_586,2916,586,0:00:00.340091 hh:mm:ss,12.527121,19.1,6.0,1.0,6.0,7.0,8.0,7.0,6.0
Diagnostics_239_10DEC2021_586,2916,586,0:00:00.345078 hh:mm:ss,18.283365,21.0,6.0,1.0,6.0,7.0,8.0,7.0,6.0
Diagnostics_23_19FEB2021_6280,18432,6280,0:00:02.025583 hh:mm:ss,7.005208,20.6,6.0,1.0,5.0,8.0,6.0,6.0,6.0
Diagnostics_240_11DEC2021_2176,18432,2176,0:00:02.018594 hh:mm:ss,10.679364,20.6,6.0,1.0,5.0,7.0,8.0,6.0,5.0
Diagnostics_241_19DEC2021_70748,186624,70748,0:00:20.485510 hh:mm:ss,8.951619,24.7,6.0,1.0,5.0,9.0,7.0,5.0,6.0
Diagnostics_242_29DEC2021_275,384,275,0:00:00.057844 hh:mm:ss,9.430988,19.0,6.0,1.0,8.0,9.0,9.0,8.0,9.0
Diagnostics_243_30DEC2021_1893,5832,1893,0:00:00.680181 hh:mm:ss,8.532923,20.0,6.0,1.0,6.0,8.0,8.0,8.0,6.0
Diagnostics_244_30DEC2021_263,2916,263,0:00:00.347046 hh:mm:ss,6.197509,19.3,6.0,1.0,6.0,7.0,8.0,6.0,6.0
Diagnostics_245_31DEC2021_5416,18432,5416,0:00:02.076925 hh:mm:ss,9.851678,19.5,6.0,1.0,5.0,8.0,7.0,5.0,6.0
Diagnostics_246_01JAN2022_1096,18432,1096,0:00:02.005239 hh:mm:ss,10.940357,19.0,6.0,1.0,6.0,9.0,9.0,6.0,6.0
Diagnostics_247_02JAN2022_730,12288,730,0:00:01.358397 hh:mm:ss,11.933404,19.4,6.0,0.0,6.0,9.0,9.0,6.0,6.0
Diagnostics_248_04JAN2022_2901,24576,2901,0:00:02.706762 hh:mm:ss,12.362607,20.1,6.0,1.0,6.0,8.0,9.0,7.0,6.0
Diagnostics_249_05JAN2022_7221,24576,7221,0:00:02.693357 hh:mm:ss,10.073941,21.0,6.0,1.0,5.0,8.0,7.0,5.0,6.0
Diagnostics_24_21FEB2021_5125,18432,5125,0:00:02.007632 hh:mm:ss,8.174947,18.7,5.0,1.0,6.0,9.0,7.0,6.0,7.0
Diagnostics_250_06JAN2022_167,2916,167,0:00:00.341088 hh:mm:ss,6.961878,19.4,6.0,1.0,7.0,7.0,7.0,6.0,6.0
Diagnostics_251_07JAN2022_83,2916,83,0:00:00.346074 hh:mm:ss,10.446983,21.8,6.0,1.0,6.0,8.0,6.0,6.0,6.0
Diagnostics_252_08JAN2022_48626,93750,48626,0:00:10.089582 hh:mm:ss,7.806568,19.8,6.0,1.0,4.0,8.0,8.0,6.0,6.0
Diagnostics_253_09JAN2022_48326,93750,48326,0:00:10.025624 hh:mm:ss,9.414858,18.7,6.0,1.0,4.0,6.0,8.0,6.0,6.0
Diagnostics_254_10JAN2022_52226,93750,52226,0:00:10.138340 hh:mm:ss,9.353838,19.3,6.0,1.0,4.0,7.0,8.0,7.0,6.0
Diagnostics_255_11JAN2022_263,2916,263,0:00:00.331141 hh:mm:ss,12.181385,18.0,6.0,1.0,6.0,7.0,8.0,6.0,6.0
Diagnostics_256_12JAN2022_21,768,21,0:00:00.105717 hh:mm:ss,11.725187,17.8,6.0,1.0,5.0,5.0,5.0,5.0,5.0
Diagnostics_257_13JAN2022_4341,24576,4341,0:00:02.697005 hh:mm:ss,12.118438,18.3,6.0,1.0,5.0,6.0,8.0,7.0,5.0
Diagnostics_258_14JAN2022_3755,12288,3755,0:00:01.362494 hh:mm:ss,7.718885,19.7,6.0,1.0,5.0,7.0,8.0,5.0,6.0
